midfielder,minutes_played,pass_control,ball_progression,defensive_contribution,creative_output,matches_played,team,competition_id,season_id,avg_minutes_per_match,full_match_equivalent,composite_score
Florian Tardieu,90,5.33,0.85,1.06,6.78,1,Troyes,7,108,90.0,1.0,3.505
Roger Martí Salvador,7,2.81,5.26,3.83,2.07,1,Levante UD,11,4,7.0,0.1,3.4925
Salvador Sánchez Ponce,60,0.49,9.7,1.7,2.07,1,Cádiz,11,90,60.0,0.7,3.4899999999999998
Brian McBride,34,1.0,7.94,2.91,2.07,1,Fulham,2,44,34.0,0.4,3.4800000000000004
José María Callejón Bueno,184,3.61,1.74,2.35,6.22,2,Napoli,12,27,92.0,2.0,3.4799999999999995
Abdulelah Saad Hameed Al-Malki,186,6.2,1.78,3.85,2.07,2,Saudi Arabia,43,106,93.0,2.1,3.475
Nika Kvekveskiri,12,7.76,3.53,0.52,2.07,1,Georgia,55,282,12.0,0.1,3.4699999999999998
Bradley Locko,136,3.37,4.47,3.95,2.07,2,Stade de Reims,7,108,68.0,1.5,3.465
Thomas Delaney,86,1.79,2.48,4.93,4.62,3,Denmark,55,282,28.7,1.0,3.455
Bonke Innocent,57,7.69,2.27,1.78,2.07,1,Lorient,7,235,57.0,0.6,3.4525
Gabriel Veiga Novas,58,7.11,4.01,0.52,2.07,1,Celta Vigo,11,90,58.0,0.6,3.4275
Gaku Shibasaki,45,1.18,7.13,3.32,2.07,1,Getafe,11,4,45.0,0.5,3.4250000000000003
Hugo Miguel Ferreira Gomes Viana,13,1.18,9.88,0.52,2.07,1,Newcastle United,2,44,13.0,0.1,3.4125
Isak Hansen-Aarøen,11,1.18,9.88,0.52,2.07,1,Werder Bremen,9,281,11.0,0.1,3.4125
Chris Baird,53,0.29,0.85,3.0,9.47,1,Southampton,2,44,53.0,0.6,3.4025
Sergio García De La Fuente,31,0.83,3.35,0.52,8.91,1,Espanyol,11,4,31.0,0.3,3.4025
Yannick Gerhardt,161,2.39,4.11,1.72,5.39,2,Wolfsburg,9,281,80.5,1.8,3.4025
Kalvin Phillips,42,4.35,2.97,0.52,5.71,2,England,43,106,21.0,0.5,3.3875
Awer Mabil,31,1.18,9.74,0.52,2.07,2,Australia,43,106,15.5,0.3,3.3775
Laureano Antonio Villa Suárez,93,3.18,3.35,4.9,2.07,2,Real Valladolid,11,4,46.5,1.0,3.375
Vincenzo Grifo,80,1.99,4.01,0.52,6.91,1,Freiburg,9,281,80.0,0.9,3.3575
Renan Augusto Lodi dos Santos,5,0.93,0.85,9.57,2.07,1,Atlético Madrid,11,42,5.0,0.1,3.355
Matúš Bero,116,3.52,4.39,3.42,2.07,2,Bochum,9,281,58.0,1.3,3.35
Dušan Vlahović,155,4.18,2.79,4.35,2.07,2,Serbia,55,282,77.5,1.7,3.3475
Saud Abdullah Abdul Hamid,96,1.18,6.03,4.09,2.07,1,Saudi Arabia,43,106,96.0,1.1,3.3425000000000002
Noah Okafor,25,1.62,7.58,2.07,2.07,1,Switzerland,43,106,25.0,0.3,3.335
Garang Kuol,17,2.81,7.94,0.52,2.07,1,Australia,43,106,17.0,0.2,3.335
Marco Reus,27,0.67,0.85,9.72,2.07,1,Borussia Dortmund,9,281,27.0,0.3,3.3275
Lucas Höler,93,3.32,0.85,2.6,6.53,1,Freiburg,9,281,93.0,1.0,3.325
Sergio Álvarez Díaz,91,5.12,2.75,3.35,2.07,1,Eibar,11,42,91.0,1.0,3.3225000000000002
Fabián Ariel Orellana Valenzuela,91,1.82,5.73,3.65,2.07,1,Eibar,11,4,91.0,1.0,3.3175000000000003
Francisco António Machado Mota de Castro Trincão,110,3.69,3.28,1.33,4.92,7,Barcelona,11,90,15.7,1.2,3.305
Tim Breithaupt,40,7.69,0.85,2.5,2.07,1,Augsburg,9,281,40.0,0.4,3.2775000000000003
Massimo Maccarone,14,0.49,5.73,4.81,2.07,2,Empoli,12,27,7.0,0.2,3.2750000000000004
Bartol Franjić,172,6.83,1.87,2.28,2.07,2,Darmstadt 98,9,281,86.0,1.9,3.2624999999999997
Dominik Furman,24,6.92,3.53,0.52,2.07,1,Hellas Verona,12,27,24.0,0.3,3.26
Seung-Ho Paik,29,7.26,0.85,2.81,2.07,1,South Korea,43,106,29.0,0.3,3.2475
Jean Eudès Aholou,16,2.81,5.26,2.85,2.07,1,Strasbourg,7,108,16.0,0.2,3.2475
José Manuel Rodríguez Benito,75,0.38,0.85,9.68,2.07,1,Getafe,11,90,75.0,0.8,3.245
Liam Millar,11,0.49,9.88,0.52,2.07,1,Canada,43,106,11.0,0.1,3.24
Cristian Portugués Manzanera,58,5.53,3.35,2.01,2.07,1,Real Sociedad,11,42,58.0,0.6,3.24
Dominic Matteo,89,4.91,2.19,3.78,2.07,1,Leeds United,2,44,89.0,1.0,3.2375
Frank Lampard,183,3.97,4.52,2.38,2.07,2,Chelsea,2,44,91.5,2.0,3.2350000000000003
Daniel-Kofi Kyereh,51,2.16,7.47,1.24,2.07,3,Ghana,43,106,17.0,0.6,3.235
Mario Götze,157,3.57,2.21,2.47,4.65,2,Eintracht Frankfurt,9,281,78.5,1.7,3.225
Víctor Camarasa Ferrando,63,4.22,2.12,4.47,2.07,1,Deportivo Alavés,11,42,63.0,0.7,3.2199999999999998
André Ayew Pelé,129,0.99,2.21,7.6,2.07,2,Ghana,43,106,64.5,1.4,3.2175000000000002
Vratislav Greško,15,0.38,0.85,9.57,2.07,1,Blackburn Rovers,2,44,15.0,0.2,3.2175000000000002
Jean Lucas de Souza Oliveira,37,2.81,3.73,4.23,2.07,1,AS Monaco,7,108,37.0,0.4,3.21
Ádám Nagy,165,4.19,4.3,2.27,2.07,3,Hungary,55,282,55.0,1.8,3.2075
Mark Kinsella,59,5.69,0.85,4.14,2.07,1,Aston Villa,2,44,59.0,0.7,3.1875
Alex Král,123,3.56,2.87,4.24,2.07,2,Union Berlin,9,281,61.5,1.4,3.185
Thomas Lemar,63,1.55,5.1,4.01,2.07,1,Atlético Madrid,11,4,63.0,0.7,3.1825
Omobolaji Habeeb Adekanye,8,0.13,9.99,0.52,2.07,1,Cádiz,11,90,8.0,0.1,3.1775
Sabin Merino Zuloaga,11,0.13,9.99,0.52,2.07,1,Leganés,11,4,11.0,0.1,3.1775
Amine Gouiri,11,0.34,9.77,0.52,2.07,1,OGC Nice,7,108,11.0,0.1,3.175
José Antonio Miranda Boacho,14,0.49,9.61,0.52,2.07,1,Getafe,11,90,14.0,0.2,3.1725
Dries Mertens,79,1.96,0.85,0.52,9.36,2,Belgium,43,106,39.5,0.9,3.1725
Norbert Sándor Balogh,25,0.32,7.31,2.97,2.07,2,Palermo,12,27,12.5,0.3,3.1675
Mubarak Wakaso,178,3.47,3.85,3.26,2.07,2,Deportivo Alavés,11,4,89.0,2.0,3.1625
Julián Álvarez,41,0.13,0.85,9.57,2.07,1,Argentina,43,106,41.0,0.5,3.1550000000000002
Ross Barkley,11,1.62,5.73,3.2,2.07,1,OGC Nice,7,235,11.0,0.1,3.1550000000000002
Nicolás Ignacio Castillo Mora,106,2.07,0.85,1.74,7.95,3,Frosinone,12,27,35.3,1.2,3.1525
Serhii Sydorchuk,7,0.13,9.88,0.52,2.07,1,Ukraine,55,282,7.0,0.1,3.1500000000000004
Ao Tanaka,168,5.11,1.86,1.04,4.57,3,Japan,43,106,56.0,1.9,3.1450000000000005
Aliou Cissé,63,5.43,0.85,4.11,2.07,1,Birmingham City,2,44,63.0,0.7,3.115
Tom Krauß,34,4.35,2.31,3.72,2.07,2,FSV Mainz 05,9,281,17.0,0.4,3.1125000000000003
Oier Sanjurjo Mate,71,2.41,0.85,7.09,2.07,2,Osasuna,11,90,35.5,0.8,3.105
Nicolò Fagioli,97,4.02,2.69,1.53,4.17,2,Italy,55,282,48.5,1.1,3.1024999999999996
Papa Kouly Diop,178,5.39,1.81,3.06,2.07,2,Eibar,11,42,89.0,2.0,3.0825
Franco Signorelli,36,7.58,0.85,1.83,2.07,1,Empoli,12,27,36.0,0.4,3.0825
Craig Hignett,33,1.3,4.81,4.12,2.07,1,Leicester City,2,44,33.0,0.4,3.075
Kellyn Kai Perry-Acosta,54,1.62,7.13,1.47,2.07,2,United States,43,106,27.0,0.6,3.0725000000000002
Tomás Pina Isla,140,2.3,3.53,4.38,2.07,2,Deportivo Alavés,11,90,70.0,1.6,3.0700000000000003
Pascal Groß,45,6.36,2.79,1.05,2.07,1,Germany,55,282,45.0,0.5,3.0675000000000003
Issa Cissokho,29,2.81,5.73,1.65,2.07,2,Genoa,12,27,14.5,0.3,3.0650000000000004
Matheus Luiz Nunes,77,2.41,6.73,1.05,2.07,2,Portugal,43,106,38.5,0.9,3.0650000000000004
Federico San Emeterio Díaz,92,5.59,0.85,3.74,2.07,1,Real Valladolid,11,42,92.0,1.0,3.0625
Simon Davies,96,2.21,3.04,4.91,2.07,1,Tottenham Hotspur,2,44,96.0,1.1,3.0575
Martin Ádám,17,0.83,8.8,0.52,2.07,1,Hungary,55,282,17.0,0.2,3.055
Wahbi Khazri,28,0.62,5.26,4.25,2.07,1,Tunisia,43,106,28.0,0.3,3.05
Marcos Llorente Moreno,163,2.38,5.33,2.41,2.07,2,Atlético Madrid,11,90,81.5,1.8,3.0475000000000003
Diogo José Rosário Gomes Figueiras,86,2.81,2.44,4.84,2.07,1,Genoa,12,27,86.0,1.0,3.04
Riccardo Fiamozzi,2,2.81,0.85,6.43,2.07,1,Genoa,12,27,2.0,0.0,3.04
Achraf Lazaar,36,1.4,3.53,5.14,2.07,1,Palermo,12,27,36.0,0.4,3.035
Florian Pick,44,1.81,5.43,2.82,2.07,2,FC Heidenheim,9,281,22.0,0.5,3.0325
Louis Saha,34,1.75,4.01,4.3,2.07,1,Manchester United,2,44,34.0,0.4,3.0324999999999998
Mikel Vesga Arruti,166,6.09,1.94,2.02,2.07,2,Leganés,11,4,83.0,1.8,3.03
Alfa Semedo Esteves,15,5.25,0.85,3.92,2.07,1,Espanyol,11,4,15.0,0.2,3.0225
Óliver Torres Muñoz,89,4.29,3.42,2.31,2.07,2,Sevilla,11,42,44.5,1.0,3.0225
Damián Marcelo Musto,91,6.55,0.85,2.62,2.07,1,Huesca,11,4,91.0,1.0,3.0225
Andreas Skov Olsen,114,1.88,6.68,1.45,2.07,2,Denmark,55,282,57.0,1.3,3.0199999999999996
Steffen Freund,75,3.8,0.85,5.35,2.07,1,Leicester City,2,44,75.0,0.8,3.0175
Dean Richards,89,5.07,0.85,4.07,2.07,1,Tottenham Hotspur,2,44,89.0,1.0,3.015
José Rodolfo Pires Ribeiro,28,0.83,7.76,1.37,2.07,1,Sampdoria,12,27,28.0,0.3,3.0075000000000003
Colin Cooper,91,4.24,2.04,3.64,2.07,1,Middlesbrough,2,44,91.0,1.0,2.9975
Paul Ince,91,2.03,2.4,1.14,6.41,1,Wolverhampton Wanderers,2,44,91.0,1.0,2.995
Moisés Gómez Bordonado,101,3.19,3.19,1.1,4.48,2,Villarreal,11,90,50.5,1.1,2.99
Juan Camilo Hernández Suárez,45,4.47,2.97,2.44,2.07,1,Mallorca,11,42,45.0,0.5,2.9875
Mark Anthony Kaye,57,5.17,2.58,2.12,2.07,1,Canada,43,106,57.0,0.6,2.9850000000000003
Accursio Bentivegna,9,1.18,5.26,3.42,2.07,1,Palermo,12,27,9.0,0.1,2.9825
Christ-Emmanuel Faitout Maouassa,69,0.49,0.85,8.5,2.07,1,Montpellier,7,235,69.0,0.8,2.9775
Jens Jønsson,96,0.49,7.13,2.2,2.07,2,Cádiz,11,90,48.0,1.1,2.9725
Diego Nicolás De La Cruz Arcosa,45,4.67,2.48,2.67,2.07,2,Uruguay,43,106,22.5,0.5,2.9725
Marcos Aoás Corrêa,6,8.43,0.85,0.52,2.07,1,Paris Saint-Germain,7,235,6.0,0.1,2.9675
Kenneth Taylor,9,8.43,0.85,0.52,2.07,1,Netherlands,43,106,9.0,0.1,2.9675
Gaëtan Charbonnier,21,8.43,0.85,0.52,2.07,1,Auxerre,7,235,21.0,0.2,2.9675
Oriol Busquets Mas,8,8.43,0.85,0.52,2.07,1,Clermont Foot,7,108,8.0,0.1,2.9675
Ljubomir Fejsa,36,8.43,0.85,0.52,2.07,1,Deportivo Alavés,11,42,36.0,0.4,2.9675
Nikola Ninković,6,8.43,0.85,0.52,2.07,1,Chievo,12,27,6.0,0.1,2.9675
Sergio Ramos García,27,7.44,0.85,1.5,2.07,1,Paris Saint-Germain,7,235,27.0,0.3,2.9650000000000003
Quentin Boisgard,14,1.62,5.26,2.91,2.07,1,Lorient,7,108,14.0,0.2,2.965
Etienne Capoue,76,6.11,2.12,1.54,2.07,1,Villarreal,11,90,76.0,0.8,2.96
Thomas Mangani,89,5.75,0.85,3.16,2.07,2,AC Ajaccio,7,235,44.5,1.0,2.9575
John McGinn,139,1.74,5.37,2.65,2.07,2,Scotland,55,282,69.5,1.5,2.9575
Ferjani Sassi,56,0.59,2.31,6.83,2.07,2,Tunisia,43,106,28.0,0.6,2.95
Samuel Sáiz Alonso,34,1.62,4.39,3.71,2.07,2,Getafe,11,4,17.0,0.4,2.9475
Jerrel Hasselbaink,14,0.49,0.85,0.52,9.9,1,Chelsea,2,44,14.0,0.2,2.94
Filip Bradarić,32,7.31,0.85,1.52,2.07,1,Celta Vigo,11,42,32.0,0.4,2.9375
Anzor Mekvabishvili,188,5.38,2.93,1.34,2.07,3,Georgia,55,282,62.7,2.1,2.93
Mohamed Zeki Amdouni,55,0.99,5.08,3.57,2.07,3,Switzerland,55,282,18.3,0.6,2.9275
Eric Martel,156,6.66,0.85,2.13,2.07,2,FC Köln,9,281,78.0,1.7,2.9275
Roli Pereira de Sa,2,2.81,0.85,5.95,2.07,1,Nantes,7,108,2.0,0.0,2.92
José Luis Sanmartín Mato,22,5.9,0.85,2.85,2.07,1,Deportivo Alavés,11,42,22.0,0.2,2.9175
Leandro Barreiro Martins,186,4.41,2.47,2.69,2.07,2,FSV Mainz 05,9,281,93.0,2.1,2.91
Kevin-Prince Boateng,145,1.39,2.16,2.19,5.89,8,AC Milan,12,27,18.1,1.6,2.9074999999999998
Robbie Fowler,31,0.27,0.85,2.0,8.46,2,Manchester City,2,44,15.5,0.3,2.8950000000000005
Anis Ben Slimane,82,2.43,2.63,4.43,2.07,1,Tunisia,43,106,82.0,0.9,2.89
Umar Sadiq Mesbah,13,0.13,8.8,0.52,2.07,1,AS Roma,12,27,13.0,0.1,2.8800000000000003
Manuel Trigueros Muñoz,105,5.44,1.78,2.22,2.07,2,Villarreal,11,90,52.5,1.2,2.8775000000000004
Romario Andrés Ibarra Mina,66,0.36,5.52,3.56,2.07,2,Ecuador,43,106,33.0,0.7,2.8775
Víctor Machín Pérez,29,1.18,6.42,1.84,2.07,1,Atlético Madrid,11,4,29.0,0.3,2.8775
Jonathan David,92,1.92,3.53,3.98,2.07,1,Canada,43,106,92.0,1.0,2.875
João Neves,79,5.5,2.02,1.87,2.07,2,Portugal,55,282,39.5,0.9,2.865
Raúl García Escudero,86,4.22,0.85,4.32,2.07,1,Athletic Club,11,4,86.0,1.0,2.865
Gonzalo Escalante,163,6.29,0.85,2.23,2.07,2,Eibar,11,4,81.5,1.8,2.86
Marko Livaja,31,2.81,6.03,0.52,2.07,1,Empoli,12,27,31.0,0.3,2.8575
Luca Pfeiffer,92,1.62,6.03,1.68,2.07,1,Darmstadt 98,9,281,92.0,1.0,2.85
Tiago Barreiros de Melo Tomás,58,7.11,0.85,1.37,2.07,1,Wolfsburg,9,281,58.0,0.6,2.85
Alireza Jahanbakhsh,19,0.49,5.73,3.04,2.07,1,Iran,43,106,19.0,0.2,2.8325000000000005
Keysher Fuller Spence,91,1.06,6.76,1.44,2.07,1,Costa Rica,43,106,91.0,1.0,2.8325
Maximilian Eggestein,64,1.18,3.35,4.68,2.07,1,Freiburg,9,281,64.0,0.7,2.8200000000000003
Gustavo Augusto Poyet Domínguez,17,2.81,0.85,5.43,2.07,1,Tottenham Hotspur,2,44,17.0,0.2,2.79
Henrik Pedersen,14,2.81,0.85,5.41,2.07,1,Bolton Wanderers,2,44,14.0,0.2,2.785
Roozbeh Cheshmi,22,2.81,0.85,5.38,2.07,1,Iran,43,106,22.0,0.2,2.7775
Nabil El Zhar,8,2.81,0.85,5.38,2.07,1,Leganés,11,4,8.0,0.1,2.7775
Nikola Vlašić,63,1.51,4.55,2.95,2.07,2,Croatia,43,106,31.5,0.7,2.77
Alexandru Cicâldău,21,2.81,0.85,5.34,2.07,1,Romania,55,282,21.0,0.2,2.7675
Petr Ševčík,26,3.39,2.97,2.58,2.07,2,Czech Republic,55,282,13.0,0.3,2.7525000000000004
Emerson Palmieri dos Santos,37,3.39,3.19,2.3,2.07,2,AS Roma,12,27,18.5,0.4,2.7375
Kevin Sessa,31,3.66,3.53,1.67,2.07,1,FC Heidenheim,9,281,31.0,0.3,2.7325
Norman Theuerkauf,69,7.44,0.85,0.52,2.07,1,FC Heidenheim,9,281,69.0,0.8,2.72
Beñat Etxebarria Urkiaga,121,4.07,1.99,2.69,2.07,2,Athletic Club,11,4,60.5,1.3,2.705
Tobias Linderoth,98,1.52,2.63,4.57,2.07,2,Everton,2,44,49.0,1.1,2.6975000000000002
Saman Ghoddos,49,1.44,0.85,0.52,7.95,1,Iran,43,106,49.0,0.5,2.69
Rubin Colwill,13,2.81,0.85,4.99,2.07,1,Wales,43,106,13.0,0.1,2.68
Marvin Ducksch,92,1.82,0.85,1.7,6.33,1,Werder Bremen,9,281,92.0,1.0,2.675
Daniel Alejandro Torres Rojas,60,1.52,5.26,1.84,2.07,1,Deportivo Alavés,11,4,60.0,0.7,2.6725
Samuel Yves Oum Gwet,108,1.88,1.73,4.96,2.07,2,Cameroon,43,106,54.0,1.2,2.66
Guido Rodríguez,103,3.73,1.76,3.02,2.07,2,Real Betis,11,90,51.5,1.1,2.645
Florian Kainz,91,1.75,0.85,1.1,6.78,1,FC Köln,9,281,91.0,1.0,2.62
Javier Eraso Goñi,62,1.08,6.76,0.52,2.07,1,Leganés,11,42,62.0,0.7,2.6075
Oliver Burke,45,1.78,5.43,1.12,2.07,2,Deportivo Alavés,11,42,22.5,0.5,2.6
Bilal El Khannous,54,6.19,0.85,1.25,2.07,1,Morocco,43,106,54.0,0.6,2.59
Wylan Jean-Claude Cyprien,15,6.92,0.85,0.52,2.07,1,Nantes,7,108,15.0,0.2,2.59
Nedim Bajrami,178,1.99,5.03,1.21,2.07,2,Albania,55,282,89.0,2.0,2.575
Christian Maggio,5,2.81,0.85,4.54,2.07,1,Napoli,12,27,5.0,0.1,2.5675
Pedro León Sánchez Gil,62,1.71,5.26,1.19,2.07,1,Eibar,11,42,62.0,0.7,2.5575
Sergio Guardiola Navarro,14,0.49,7.13,0.52,2.07,1,Real Valladolid,11,90,14.0,0.2,2.5525
Medon Berisha,23,1.18,4.81,2.15,2.07,1,Albania,55,282,23.0,0.3,2.5524999999999998
Iliman Ndiaye,45,2.81,4.81,0.52,2.07,1,Senegal,43,106,45.0,0.5,2.5524999999999998
Alexis Beka Beka,15,6.66,0.85,0.52,2.07,1,OGC Nice,7,235,15.0,0.2,2.525
Pep Biel Mas Jaume,19,2.81,0.85,4.3,2.07,1,Augsburg,9,281,19.0,0.2,2.5075
Christian Nørgaard,43,3.21,0.85,1.15,4.81,3,Denmark,55,282,14.3,0.5,2.505
Gabriel Matías Fernández Leites,10,2.81,0.85,4.19,2.07,1,Celta Vigo,11,42,10.0,0.1,2.48
Borja Fernández Fernández,63,3.87,0.85,3.1,2.07,1,Real Valladolid,11,4,63.0,0.7,2.4725
Florian Chabrolle,4,2.81,0.85,4.07,2.07,1,AC Ajaccio,7,235,4.0,0.0,2.45
Patricio Gabarrón Gil,93,3.72,2.12,1.73,2.07,2,Lazio,12,27,46.5,1.0,2.41
Darius Dumitru Olaru,28,5.31,0.85,1.29,2.07,2,Romania,55,282,14.0,0.3,2.38
Martin Keown,5,1.18,5.73,0.52,2.07,4,Arsenal,2,44,1.2,0.1,2.375
Tomáš Chorý,42,0.27,5.26,1.87,2.07,1,Czech Republic,55,282,42.0,0.5,2.3674999999999997
Mahmoud Dahoud,19,4.35,0.85,2.15,2.07,1,VfB Stuttgart,9,281,19.0,0.2,2.355
Aster Vranckx,24,5.9,0.85,0.52,2.07,1,Wolfsburg,9,281,24.0,0.3,2.335
David Wotherspoon,12,5.9,0.85,0.52,2.07,1,Canada,43,106,12.0,0.1,2.335
Andreas Müller,12,5.9,0.85,0.52,2.07,1,Darmstadt 98,9,281,12.0,0.1,2.335
Roberto Gagliardini,81,1.55,4.55,1.08,2.07,1,Atalanta,12,27,81.0,0.9,2.3125
Brett Ormerod,35,1.44,0.85,4.82,2.07,1,Southampton,2,44,35.0,0.4,2.295
Arnaud Nordin,7,0.83,0.85,5.29,2.07,1,Montpellier,7,235,7.0,0.1,2.26
Grant-Leon Ranos,9,0.83,0.85,5.29,2.07,1,Borussia Mönchengladbach,9,281,9.0,0.1,2.26
Davide Frattesi,185,2.15,2.42,2.36,2.07,4,Italy,55,282,46.2,2.1,2.25
Pavel Šulc,78,1.08,0.85,4.92,2.07,1,Czech Republic,55,282,78.0,0.9,2.23
Luka Ivanušec,25,1.18,0.85,4.78,2.07,1,Croatia,55,282,25.0,0.3,2.22
Sebastián Carlos Cristóforo Pepe,7,1.18,0.85,4.78,2.07,1,Eibar,11,42,7.0,0.1,2.22
Ali Abdi,17,0.13,0.85,5.81,2.07,1,Tunisia,43,106,17.0,0.2,2.215
Joseff Morrell,39,1.62,0.85,4.26,2.07,2,Wales,43,106,19.5,0.4,2.2
Erick Cathriel Cabaco Almada,2,0.49,0.85,5.38,2.07,1,Levante UD,11,42,2.0,0.0,2.1975
Maximilian Beier,27,0.83,0.85,5.03,2.07,1,Germany,55,282,27.0,0.3,2.195
Yahya Jabrane,19,0.3,0.85,5.53,2.07,2,Morocco,43,106,9.5,0.2,2.1875
Salman Mohammed Al Faraj,47,1.44,0.85,4.37,2.07,1,Saudi Arabia,43,106,47.0,0.5,2.1825
Armando Izzo,91,1.5,2.19,2.97,2.07,1,Genoa,12,27,91.0,1.0,2.1825
Callum Davidson,91,1.27,0.85,4.54,2.07,1,Leicester City,2,44,91.0,1.0,2.1825
Lee Carsley,89,0.57,0.85,0.52,6.78,1,Everton,2,44,89.0,1.0,2.18
Ibrahim Amadou,32,1.0,0.85,4.73,2.07,1,Leganés,11,42,32.0,0.4,2.1625
Khouma El Hadji Babacar,26,0.26,0.85,5.39,2.07,4,Fiorentina,12,27,6.5,0.3,2.1425
Fares Chaïbi,92,1.28,2.31,2.88,2.07,1,Toulouse,7,235,92.0,1.0,2.135
Eyal Berkovic,13,1.92,4.01,0.52,2.07,1,Manchester City,2,44,13.0,0.1,2.13
Taras Stepanenko,83,3.84,0.85,1.75,2.07,2,Ukraine,55,282,41.5,0.9,2.1275
Amine Salama,31,2.81,0.85,2.75,2.07,1,Angers,7,235,31.0,0.3,2.12
Ali Karimi,127,4.04,1.76,0.52,2.07,3,Iran,43,106,42.3,1.4,2.0975
Antonio Di Natale,15,0.93,0.85,4.54,2.07,1,Udinese,12,27,15.0,0.2,2.0975
Óscar de Marcos Arana,124,1.92,2.63,1.77,2.07,2,Athletic Club,11,90,62.0,1.4,2.0975
Leo Leroy,66,0.76,2.79,2.75,2.07,2,Montpellier,7,235,33.0,0.7,2.0925
Emanuele Terranova,16,0.13,0.85,5.29,2.07,1,Sassuolo,12,27,16.0,0.2,2.085
Jason Berthomier,65,3.98,0.85,1.42,2.07,1,Clermont Foot,7,108,65.0,0.7,2.08
Shola Ameobi,3,0.13,0.85,5.25,2.07,1,Newcastle United,2,44,3.0,0.0,2.075
Szilárd Németh,85,2.07,0.85,3.28,2.07,1,Middlesbrough,2,44,85.0,0.9,2.0675
Sacha Delaye,72,0.83,4.01,1.36,2.07,1,Montpellier,7,108,72.0,0.8,2.0675
Michel Morganella,50,1.36,0.85,3.92,2.07,1,Palermo,12,27,50.0,0.6,2.05
Tie Li,64,3.3,0.85,1.97,2.07,2,Everton,2,44,32.0,0.7,2.0475
Samuele Longo,10,0.13,0.85,5.09,2.07,2,Frosinone,12,27,5.0,0.1,2.035
Jessic Ngankam,13,0.13,0.85,5.07,2.07,1,FSV Mainz 05,9,281,13.0,0.1,2.0300000000000002
Noa Lang,14,0.13,0.85,5.07,2.07,1,Netherlands,43,106,14.0,0.2,2.0300000000000002
Javier Muñoz Jiménez,51,3.44,0.85,1.7,2.07,1,Deportivo Alavés,11,42,51.0,0.6,2.015
José Adoni Cifuentes Charcopa,66,2.34,2.44,1.18,2.07,2,Ecuador,43,106,33.0,0.7,2.0075
Sergio Pellissier,37,2.81,0.85,2.3,2.07,2,Chievo,12,27,18.5,0.4,2.0075
Mathias Pereira Lage,23,2.81,0.85,2.25,2.07,1,Stade Brestois,7,235,23.0,0.3,1.995
Salih Özcan,151,2.15,2.15,1.58,2.07,4,Turkey,55,282,37.8,1.7,1.9874999999999998
Érick Gabriel Gutiérrez Galaviz,53,3.71,0.85,1.19,2.07,1,Mexico,43,106,53.0,0.6,1.955
Woo-Yeong Jeong,47,1.92,0.85,2.94,2.07,1,South Korea,43,106,47.0,0.5,1.9449999999999998
Ali Maâloul,97,3.32,0.85,1.45,2.07,1,Tunisia,43,106,97.0,1.1,1.9224999999999999
Mohammed Muntari,17,0.13,0.85,4.54,2.07,1,Qatar,43,106,17.0,0.2,1.8975
Ghilane Chalali,21,0.83,0.85,3.83,2.07,1,Tunisia,43,106,21.0,0.2,1.895
Patrick Twumasi,18,4.09,0.85,0.52,2.07,1,Deportivo Alavés,11,4,18.0,0.2,1.8824999999999998
Elvis Rexhbeçaj,87,0.3,2.97,2.17,2.07,1,Augsburg,9,281,87.0,1.0,1.8775
Enrique García Martínez,13,0.49,0.85,4.07,2.07,1,Eibar,11,4,13.0,0.1,1.87
Brandon Aguilera Zamora,56,0.75,0.85,3.81,2.07,2,Costa Rica,43,106,28.0,0.6,1.87
Vincent Sierro,44,0.7,3.19,1.49,2.07,4,Switzerland,55,282,11.0,0.5,1.8624999999999998
Jon Gorenc Stankovič,92,2.09,0.85,2.32,2.07,4,Slovenia,55,282,23.0,1.0,1.8325
Pascal Cygan,21,1.44,0.85,2.97,2.07,5,Arsenal,2,44,4.2,0.2,1.8325
Emil Peter Forsberg,16,1.18,0.85,3.2,2.07,1,RB Leipzig,9,281,16.0,0.2,1.8250000000000002
Riad Nouri,57,0.71,2.63,1.65,2.07,2,AC Ajaccio,7,235,28.5,0.6,1.7650000000000001
Lorenz Assignon,18,0.37,4.01,0.52,2.07,2,Rennes,7,108,9.0,0.2,1.7425000000000002
Taras Wiktorowicz Romanczuk,48,1.84,0.85,2.15,2.07,1,Poland,55,282,48.0,0.5,1.7275
Amath Ndiaye,23,0.83,0.85,3.1,2.07,1,Getafe,11,42,23.0,0.3,1.7125
Juan Carlos Real Ruiz,17,1.18,0.85,2.63,2.07,1,Huesca,11,90,17.0,0.2,1.6825
Marc Pedraza Sarto,56,2.05,0.85,1.7,2.07,1,Mallorca,11,42,56.0,0.6,1.6675
Yasir Gharsan Al Shahrani,94,1.62,0.85,2.07,2.07,1,Saudi Arabia,43,106,94.0,1.0,1.6524999999999999
Abdulrahman Al-Obood,11,0.13,0.85,3.42,2.07,1,Saudi Arabia,43,106,11.0,0.1,1.6175000000000002
Alan Steven Franco Palma,53,1.83,0.85,1.7,2.07,2,Ecuador,43,106,26.5,0.6,1.6124999999999998
Nenad Tomović,3,2.81,0.85,0.52,2.07,1,Fiorentina,12,27,3.0,0.0,1.5625
Mohammed Al Burayk,4,2.81,0.85,0.52,2.07,1,Saudi Arabia,43,106,4.0,0.0,1.5625
Brandon Baiye,5,2.81,0.85,0.52,2.07,1,Clermont Foot,7,235,5.0,0.1,1.5625
