midfielder,team,season_id,pass_control,ball_progression,defensive_contribution,creative_output,cluster_profile,relative_pass_control,relative_ball_progression,relative_defensive_contribution,relative_creative_output
Florian Kainz,FC Köln,281,1.75,0.85,1.1,6.78,Deep-Lying Playmaker,-0.8700000000000001,-1.77,-1.52,4.16
Florian Neuhaus,Borussia Mönchengladbach,281,3.41,3.0,5.87,7.4,Deep-Lying Playmaker,-1.5099999999999998,-1.92,0.9500000000000002,2.4800000000000004
Florian Tardieu,Troyes,108,5.33,0.85,1.06,6.78,Deep-Lying Playmaker,1.8250000000000002,-2.655,-2.445,3.2750000000000004
Francesco Totti,AS Roma,27,4.43,6.09,7.85,8.51,Deep-Lying Playmaker,-2.289999999999999,-0.629999999999999,1.1300000000000008,1.790000000000001
Francisco António Machado Mota de Castro Trincão,Barcelona,90,3.69,3.28,1.33,4.92,Deep-Lying Playmaker,0.3849999999999998,-0.025000000000000355,-1.975,1.6149999999999998
Francisco Fernandes Conceição,Portugal,282,1.3,6.03,4.96,7.01,Deep-Lying Playmaker,-3.5249999999999995,1.205000000000001,0.13500000000000068,2.1850000000000005
Francisco Javier Hidalgo Gómez,Levante UD,90,1.71,7.13,5.04,9.33,Deep-Lying Playmaker,-4.0925,1.3274999999999997,-0.7625000000000002,3.5275
Francisco Portillo Soler,Getafe,4,2.04,3.47,3.62,6.16,Deep-Lying Playmaker,-1.7824999999999998,-0.3524999999999996,-0.20249999999999968,2.3375000000000004
Francisco Román Alarcón Suárez,Real Madrid,42,5.55,4.9,3.45,6.94,Deep-Lying Playmaker,0.33999999999999986,-0.3099999999999996,-1.7599999999999998,1.7300000000000004
Gabriel Teodoro Martinelli Silva,Brazil,106,5.9,7.58,2.15,9.33,Deep-Lying Playmaker,-0.33999999999999986,1.3399999999999999,-4.09,3.09
Gary Speed,Newcastle United,44,4.5,2.63,6.17,8.68,Deep-Lying Playmaker,-0.9950000000000001,-2.865,0.6749999999999998,3.1849999999999996
Gaëtan Laborde,OGC Nice,235,0.3,0.85,0.52,2.07,Deep-Lying Playmaker,-0.635,-0.08499999999999996,-0.4149999999999999,1.1349999999999998
Gerson Santos da Silva,Marseille,108,2.81,8.51,3.14,8.46,Deep-Lying Playmaker,-2.9200000000000004,2.7799999999999994,-2.5900000000000003,2.7300000000000004
Giacomo Raspadori,Italy,282,8.43,4.39,0.52,9.06,Deep-Lying Playmaker,2.83,-1.21,-5.08,3.460000000000001
Gilbert Gianelli Imbula Wanga,Rayo Vallecano,4,6.6,7.51,4.22,8.16,Deep-Lying Playmaker,-0.022499999999999964,0.8875000000000002,-2.4025,1.5375000000000005
Giorgian Daniel De Arrascaeta Benedetti,Uruguay,106,3.3,3.89,2.18,8.59,Deep-Lying Playmaker,-1.1900000000000004,-0.6000000000000001,-2.31,4.1
Giovani Lo Celso,Real Betis,4,3.47,8.95,4.1,9.54,Deep-Lying Playmaker,-3.0449999999999995,2.4349999999999996,-2.415,3.0249999999999995
Giuseppe Rossi,Fiorentina,27,2.32,1.94,1.96,7.81,Deep-Lying Playmaker,-1.1875,-1.5675,-1.5474999999999999,4.3025
Gonzalo Ariel Montiel,Argentina,106,0.49,0.85,0.52,2.07,Deep-Lying Playmaker,-0.49249999999999994,-0.13249999999999995,-0.4624999999999999,1.0875
Gonzalo Julián Melero Manzanares,Levante UD,90,6.15,3.87,1.55,6.68,Deep-Lying Playmaker,1.5875000000000004,-0.6924999999999999,-3.0125,2.1174999999999997
Gonçalo Manuel Ganchinho Guedes,Valencia,90,4.31,7.74,1.3,8.46,Deep-Lying Playmaker,-1.142500000000001,2.2874999999999996,-4.152500000000001,3.0075000000000003
Graeme Le Saux,Southampton,44,2.22,5.94,7.71,9.43,Deep-Lying Playmaker,-4.105,-0.3849999999999998,1.3849999999999998,3.1049999999999995
Graham Stuart,Charlton Athletic,44,4.13,2.73,3.24,5.85,Deep-Lying Playmaker,0.14250000000000007,-1.2574999999999998,-0.7474999999999996,1.8624999999999998
Gregoire Defrel,Sassuolo,27,5.28,9.18,1.3,9.99,Deep-Lying Playmaker,-1.1574999999999998,2.7424999999999997,-5.1375,3.5525
Grischa Prömel,Hoffenheim,281,7.01,8.31,4.04,9.08,Deep-Lying Playmaker,-0.09999999999999964,1.200000000000001,-3.0699999999999994,1.9700000000000006
Guido Marcelo Carrillo,Leganés,42,0.93,0.85,0.52,2.07,Deep-Lying Playmaker,-0.16249999999999976,-0.24249999999999983,-0.5724999999999998,0.9775
"Gérémi Sorele N""Djitap Fotso",Chelsea,44,4.4,4.63,3.46,8.19,Deep-Lying Playmaker,-0.7699999999999996,-0.54,-1.71,3.0199999999999996
Hakim Ziyech,Morocco,106,8.17,4.95,3.23,8.41,Deep-Lying Playmaker,1.9799999999999995,-1.2400000000000002,-2.9600000000000004,2.2199999999999998
Hamza Sakhi,Auxerre,235,7.67,4.39,1.65,8.46,Deep-Lying Playmaker,2.1274999999999995,-1.1525000000000007,-3.8925000000000005,2.9175000000000004
Haris Seferović,Switzerland,106,5.9,7.94,0.52,9.85,Deep-Lying Playmaker,-0.15249999999999986,1.8875000000000002,-5.532500000000001,3.7974999999999994
Harry Wilson,Wales,106,4.46,3.8,3.11,8.36,Deep-Lying Playmaker,-0.47249999999999925,-1.1324999999999994,-1.8224999999999993,3.4275
Hassan Khalid Al Heidos,Qatar,106,6.3,7.24,3.69,6.45,Deep-Lying Playmaker,0.3799999999999999,1.3200000000000003,-2.23,0.5300000000000002
Hee-Chan Hwang,South Korea,106,3.7,6.53,4.51,9.73,Deep-Lying Playmaker,-2.4174999999999995,0.41250000000000053,-1.6075,3.6125000000000007
Heung-Min Son,South Korea,106,3.99,7.03,7.24,8.62,Deep-Lying Playmaker,-2.7299999999999986,0.3100000000000014,0.5200000000000014,1.9000000000000004
Hirving Rodrigo Lozano Bahena,Mexico,106,1.62,8.32,9.92,9.87,Deep-Lying Playmaker,-5.812499999999999,0.8875000000000011,2.4875000000000007,2.4375
Houssem Aouar,Lyon,235,5.9,0.85,1.39,8.91,Deep-Lying Playmaker,1.6375000000000002,-3.4125,-2.8725000000000005,4.6475
Hugo Sotelo,Celta Vigo,90,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Iago Aspas Juncal,Celta Vigo,90,5.73,3.8,1.08,6.04,Deep-Lying Playmaker,1.5675,-0.3625000000000007,-3.0825000000000005,1.8774999999999995
Ianis Hagi,Romania,282,2.02,3.67,5.58,7.48,Deep-Lying Playmaker,-2.6675,-1.0175,0.8925000000000001,2.7925000000000004
Ibai Gómez Pérez,Deportivo Alavés,4,3.75,6.91,5.02,6.53,Deep-Lying Playmaker,-1.8025000000000002,1.3575,-0.5325000000000006,0.9775
Ibrahim Ba,Bolton Wanderers,44,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Idrissa Doumbia,Huesca,90,5.53,4.26,3.15,7.81,Deep-Lying Playmaker,0.34250000000000025,-0.9275000000000002,-2.0375,2.6224999999999996
Iker Muniain Goñi,Athletic Club,90,6.43,5.04,3.06,8.2,Deep-Lying Playmaker,0.7475000000000005,-0.6424999999999992,-2.622499999999999,2.5175
Ivane Chegra,AC Ajaccio,235,0.93,9.95,3.42,9.85,Deep-Lying Playmaker,-5.1075,3.9124999999999996,-2.6174999999999997,3.8125
Jack Grealish,England,106,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Jaime Mata Arnaiz,Getafe,4,1.92,4.39,2.3,7.4,Deep-Lying Playmaker,-2.0824999999999996,0.3875000000000002,-1.7024999999999997,3.397500000000001
Jakub Błaszczykowski,Fiorentina,27,1.27,4.91,6.04,7.12,Deep-Lying Playmaker,-3.565,0.07500000000000018,1.205,2.285
Jakub Kamiński,Poland,106,2.38,7.87,5.92,8.22,Deep-Lying Playmaker,-3.7175000000000002,1.7725,-0.1775000000000002,2.1225000000000005
Jakub Piotrowski,Poland,282,5.66,7.7,4.76,9.06,Deep-Lying Playmaker,-1.1349999999999998,0.9050000000000002,-2.035,2.2650000000000006
Jamal Musiala,Germany,106,8.69,9.17,9.09,9.66,Deep-Lying Playmaker,-0.46250000000000036,0.01750000000000007,-0.0625,0.5075000000000003
Jamie Jermaine Bynoe-Gittens,Borussia Dortmund,281,2.05,8.41,3.88,8.76,Deep-Lying Playmaker,-3.7250000000000005,2.635,-1.8950000000000005,2.9849999999999994
Jamie Leweling,VfB Stuttgart,281,3.84,6.14,4.33,9.79,Deep-Lying Playmaker,-2.1850000000000005,0.11499999999999932,-1.6950000000000003,3.764999999999999
Jamie Redknapp,Tottenham Hotspur,44,5.61,6.53,3.24,6.89,Deep-Lying Playmaker,0.042500000000000426,0.9625000000000004,-2.3274999999999997,1.3224999999999998
Jan Schöppner,FC Heidenheim,281,6.66,0.85,0.52,8.76,Deep-Lying Playmaker,2.4625000000000004,-3.3474999999999997,-3.6774999999999998,4.5625
Jarrod Bowen,England,282,6.92,7.13,5.22,9.82,Deep-Lying Playmaker,-0.35250000000000004,-0.14250000000000007,-2.0525,2.5475000000000003
Jasir Asani,Albania,282,2.17,9.23,4.5,8.94,Deep-Lying Playmaker,-4.04,3.0200000000000005,-1.71,2.7299999999999995
Javier Ontiveros Parra,Huesca,90,1.18,0.85,0.52,2.07,Deep-Lying Playmaker,0.025000000000000133,-0.3049999999999998,-0.6349999999999998,0.915
Jean-Ricner Bellegarde,Strasbourg,108,4.23,8.69,3.78,8.71,Deep-Lying Playmaker,-2.1224999999999996,2.3374999999999995,-2.5725000000000002,2.357500000000001
Jerome Ngom Mbekeli,Cameroon,106,0.93,9.88,0.52,9.98,Deep-Lying Playmaker,-4.397500000000001,4.5525,-4.807500000000001,4.6525
Jerrel Hasselbaink,Chelsea,44,0.49,0.85,0.52,9.9,Deep-Lying Playmaker,-2.45,-2.09,-2.42,6.960000000000001
Jesús Joaquín Fernández Sáez de la Torre,AC Milan,27,7.77,5.9,6.16,8.98,Deep-Lying Playmaker,0.5674999999999999,-1.3024999999999993,-1.0424999999999995,1.7775000000000007
Jesús Navas González,Sevilla,4,5.78,7.31,1.38,5.53,Deep-Lying Playmaker,0.7800000000000002,2.3099999999999996,-3.62,0.5300000000000002
Joan Jordán Moreno,Eibar,4,5.32,2.68,3.58,8.73,Deep-Lying Playmaker,0.24249999999999972,-2.3975000000000004,-1.4975000000000005,3.6525
Joel Chukwuma Obi,Torino,27,5.62,8.16,5.16,8.01,Deep-Lying Playmaker,-1.1175000000000006,1.4224999999999994,-1.5775000000000006,1.272499999999999
Johnnie Jackson,Tottenham Hotspur,44,4.84,6.03,2.6,8.09,Deep-Lying Playmaker,-0.5500000000000007,0.6399999999999997,-2.7900000000000005,2.6999999999999993
Jonatan Lillebror Johansson,Charlton Athletic,44,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Jonathan Bamba,Lille,108,5.02,8.48,3.39,6.89,Deep-Lying Playmaker,-0.9250000000000007,2.535,-2.555,0.9449999999999994
Jonathan Ludovic Biabiany,Inter Milan,27,8.01,9.55,5.98,8.23,Deep-Lying Playmaker,0.067499999999999,1.6075,-1.9625000000000004,0.28749999999999964
Jordan Ayew,Ghana,106,2.81,3.73,2.04,9.16,Deep-Lying Playmaker,-1.6250000000000004,-0.7050000000000005,-2.3950000000000005,4.725
José Antonio Reyes Calderón,Arsenal,44,1.38,5.26,1.92,5.67,Deep-Lying Playmaker,-2.1774999999999998,1.7025000000000001,-1.6374999999999997,2.1125000000000003
José Luis Morales Nogales,Levante UD,90,3.68,5.1,3.5,6.68,Deep-Lying Playmaker,-1.06,0.35999999999999943,-1.2400000000000002,1.9399999999999995
José María Callejón Bueno,Napoli,27,3.61,1.74,2.35,6.22,Deep-Lying Playmaker,0.13000000000000034,-1.7399999999999995,-1.1299999999999994,2.74
José Ángel Gómez Campaña,Levante UD,4,4.8,7.48,3.63,6.92,Deep-Lying Playmaker,-0.9074999999999998,1.7725000000000009,-2.0774999999999997,1.2125000000000004
Juan Ignacio Gómez Taleb,Hellas Verona,27,6.33,7.29,5.9,8.52,Deep-Lying Playmaker,-0.6800000000000006,0.27999999999999936,-1.1100000000000003,1.509999999999999
Julian Brandt,Borussia Dortmund,281,5.14,3.09,2.71,6.24,Deep-Lying Playmaker,0.8449999999999998,-1.205,-1.585,1.9450000000000003
Julian Draxler,Paris Saint-Germain,108,4.59,5.11,5.79,7.36,Deep-Lying Playmaker,-1.1224999999999996,-0.6024999999999991,0.07750000000000057,1.6475000000000009
Junichi Inamoto,Fulham,44,1.77,4.66,2.5,9.06,Deep-Lying Playmaker,-2.7275000000000005,0.16249999999999964,-1.9975000000000005,4.5625
Junior Chukwubuike Adamu,Freiburg,281,0.49,0.85,0.52,2.07,Deep-Lying Playmaker,-0.49249999999999994,-0.13249999999999995,-0.4624999999999999,1.0875
Justin Diehl,FC Köln,281,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Jérémie Aliadière,Arsenal,44,1.44,5.73,3.74,9.61,Deep-Lying Playmaker,-3.69,0.6000000000000005,-1.3899999999999997,4.4799999999999995
Jérémy Ménez,AC Milan,27,7.15,6.79,2.56,7.75,Deep-Lying Playmaker,1.0875000000000004,0.7275,-3.5025,1.6875
Kaan Ayhan,Turkey,282,6.0,3.43,1.85,7.59,Deep-Lying Playmaker,1.2825000000000006,-1.2874999999999992,-2.8674999999999993,2.8725000000000005
Kalvin Phillips,England,106,4.35,2.97,0.52,5.71,Deep-Lying Playmaker,0.9624999999999995,-0.4175,-2.8675,2.3225
Kamory Doumbia,Stade de Reims,235,5.46,4.01,0.52,7.74,Deep-Lying Playmaker,1.0275000000000007,-0.42249999999999943,-3.912499999999999,3.307500000000001
Karim Ansarifard,Iran,106,8.43,9.61,4.63,9.95,Deep-Lying Playmaker,0.27500000000000036,1.455,-3.5249999999999995,1.795
Karim Laribi,Sassuolo,27,7.62,5.63,5.52,8.33,Deep-Lying Playmaker,0.8449999999999998,-1.1450000000000005,-1.2550000000000008,1.5549999999999997
Keita Baldé Diao,Lazio,27,7.74,9.75,5.96,9.51,Deep-Lying Playmaker,-0.5,1.5099999999999998,-2.2800000000000002,1.2699999999999996
Kevin De Bruyne,Belgium,282,8.79,6.65,3.15,8.96,Deep-Lying Playmaker,1.902499999999999,-0.23749999999999982,-3.7375000000000003,2.0725000000000007
Kevin Gameiro,Strasbourg,235,2.81,7.13,3.55,9.73,Deep-Lying Playmaker,-2.9949999999999997,1.3250000000000002,-2.255,3.9250000000000007
Kevin Lasagna,Carpi,27,5.79,8.97,7.32,9.12,Deep-Lying Playmaker,-2.0100000000000007,1.17,-0.4800000000000004,1.3199999999999985
Kevin Stöger,Bochum,281,4.98,4.56,2.91,4.98,Deep-Lying Playmaker,0.6225000000000005,0.20249999999999968,-1.4474999999999998,0.6225000000000005
Kevin-Prince Boateng,AC Milan,27,1.39,2.16,2.19,5.89,Deep-Lying Playmaker,-1.5174999999999998,-0.7474999999999996,-0.7174999999999998,2.9825
Khalil Fayad,Montpellier,235,5.9,0.85,0.52,9.36,Deep-Lying Playmaker,1.7425000000000006,-3.3074999999999997,-3.6374999999999997,5.2025
Khvicha Kvaratskhelia,Georgia,282,4.51,9.51,3.32,9.61,Deep-Lying Playmaker,-2.2275,2.7725,-3.4175,2.8724999999999996
Khéphren Thuram-Ulien,OGC Nice,235,6.87,8.01,3.13,6.0,Deep-Lying Playmaker,0.8675000000000006,2.0075000000000003,-2.8724999999999996,-0.0024999999999995026
Kylian Mbappé Lottin,Paris Saint-Germain,108,7.92,8.18,1.11,8.55,Deep-Lying Playmaker,1.4799999999999995,1.7399999999999993,-5.33,2.1100000000000003
Lamine Sakho,Leeds United,44,2.17,4.81,1.92,7.52,Deep-Lying Playmaker,-1.9349999999999996,0.7050000000000001,-2.1849999999999996,3.415
Laureano Bisan-Etame Mayer,Arsenal,44,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Leandro Trossard,Belgium,106,6.22,6.33,3.23,8.39,Deep-Lying Playmaker,0.17749999999999932,0.28749999999999964,-2.8125000000000004,2.3475
Lee Carsley,Everton,44,0.57,0.85,0.52,6.78,Deep-Lying Playmaker,-1.6100000000000003,-1.33,-1.6600000000000001,4.6
Lee Clark,Fulham,44,4.87,7.65,1.5,6.11,Deep-Lying Playmaker,-0.16249999999999964,2.6175000000000006,-3.5324999999999998,1.0775000000000006
Leon Goretzka,Germany,106,4.62,4.49,2.72,4.81,Deep-Lying Playmaker,0.45999999999999996,0.33000000000000007,-1.44,0.6499999999999995
Liam Ridgewell,Aston Villa,44,0.93,0.85,5.71,10.0,Deep-Lying Playmaker,-3.4425000000000003,-3.5225000000000004,1.3374999999999995,5.6274999999999995
Linton Maina,FC Köln,281,8.43,6.76,1.46,9.61,Deep-Lying Playmaker,1.8650000000000002,0.19500000000000028,-5.1049999999999995,3.045
Lovro Majer,Croatia,106,3.41,3.58,3.18,4.16,Deep-Lying Playmaker,-0.17249999999999988,-0.0024999999999999467,-0.40249999999999986,0.5775000000000001
Luca Bittante,Empoli,27,1.34,0.85,6.2,9.78,Deep-Lying Playmaker,-3.2025000000000006,-3.6925000000000003,1.6574999999999998,5.237499999999999
Luca Paganini,Frosinone,27,6.98,8.99,6.4,7.61,Deep-Lying Playmaker,-0.5149999999999997,1.495,-1.0949999999999998,0.11500000000000021
Luca Siligardi,Hellas Verona,27,7.73,9.21,7.83,9.01,Deep-Lying Playmaker,-0.7149999999999999,0.7650000000000006,-0.6150000000000002,0.5649999999999995
Lucas Da Cunha,Clermont Foot,108,4.35,4.01,2.58,9.33,Deep-Lying Playmaker,-0.7175000000000002,-1.0575,-2.4875,4.2625
Lucas Höler,Freiburg,281,3.32,0.85,2.6,6.53,Deep-Lying Playmaker,-0.0050000000000003375,-2.475,-0.7250000000000001,3.205
Luis Fernando Muriel Fruto,Sampdoria,27,3.25,5.81,4.04,7.05,Deep-Lying Playmaker,-1.7874999999999996,0.7725,-0.9974999999999996,2.0125
Luis Jesús Rioja González,Deportivo Alavés,90,6.66,8.59,7.17,8.09,Deep-Lying Playmaker,-0.9675000000000002,0.9624999999999995,-0.45750000000000046,0.46249999999999947
Luis Miguel Sánchez Benítez,Elche,90,0.93,0.85,0.52,2.07,Deep-Lying Playmaker,-0.16249999999999976,-0.24249999999999983,-0.5724999999999998,0.9775
Luiz Adriano de Souza da Silva,AC Milan,27,7.66,3.1,5.57,9.52,Deep-Lying Playmaker,1.1975000000000007,-3.3624999999999994,-0.8924999999999992,3.0575
Luka Sučić,Croatia,282,7.78,8.25,2.87,7.58,Deep-Lying Playmaker,1.1599999999999993,1.629999999999999,-3.750000000000001,0.9599999999999991
László Bénes,Slovakia,282,5.13,2.34,2.01,9.03,Deep-Lying Playmaker,0.5025000000000004,-2.2874999999999996,-2.6174999999999997,4.4025
László Kleinheisler,Hungary,282,1.29,0.85,1.28,2.07,Deep-Lying Playmaker,-0.08250000000000002,-0.5225000000000001,-0.09250000000000003,0.6974999999999998
Léandre Griffit,Southampton,44,3.39,6.42,5.13,8.09,Deep-Lying Playmaker,-2.3675,0.6624999999999996,-0.6275000000000004,2.3324999999999996
Manuel Pasqual,Fiorentina,27,5.25,0.85,4.19,9.36,Deep-Lying Playmaker,0.33750000000000036,-4.0625,-0.7224999999999993,4.4475
Marcel Sabitzer,Austria,282,7.27,5.8,3.66,9.29,Deep-Lying Playmaker,0.7649999999999997,-0.7050000000000001,-2.8449999999999998,2.7849999999999993
Marco Borriello,Atalanta,27,4.09,9.38,2.75,9.47,Deep-Lying Playmaker,-2.3324999999999996,2.9575000000000014,-3.6724999999999994,3.047500000000001
Marco D''Alessandro,Atalanta,27,6.05,9.1,5.78,9.27,Deep-Lying Playmaker,-1.5,1.5499999999999998,-1.7699999999999996,1.7199999999999998
Marcos Alonso Mendoza,Fiorentina,27,2.06,6.42,4.05,7.57,Deep-Lying Playmaker,-2.9650000000000003,1.3949999999999996,-0.9750000000000005,2.545
Marcos Paulo Mesquita Lopes,Troyes,235,5.33,2.31,3.32,9.54,Deep-Lying Playmaker,0.20500000000000007,-2.815,-1.8050000000000002,4.414999999999999
Marcus Coco,Nantes,235,0.93,8.53,2.91,8.09,Deep-Lying Playmaker,-4.1850000000000005,3.414999999999999,-2.205,2.9749999999999996
Marcus Thuram,France,282,1.52,7.38,1.59,7.4,Deep-Lying Playmaker,-2.9525,2.9074999999999998,-2.8825000000000003,2.9275
Marians Pahars,Southampton,44,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Mario Götze,Eintracht Frankfurt,281,3.57,2.21,2.47,4.65,Deep-Lying Playmaker,0.34499999999999975,-1.0150000000000001,-0.7549999999999999,1.4250000000000003
Mark Kennedy,Wolverhampton Wanderers,44,1.41,7.61,2.06,6.65,Deep-Lying Playmaker,-3.0225,3.1775,-2.3725,2.2175000000000002
Mark Pembridge,Everton,44,3.29,0.85,5.1,8.46,Deep-Lying Playmaker,-1.1349999999999998,-3.5749999999999997,0.6749999999999998,4.035000000000001
Markel Susaeta Laskurain,Athletic Club,4,5.22,7.13,3.47,8.91,Deep-Lying Playmaker,-0.9625000000000004,0.9474999999999998,-2.7125,2.7275
Martin Hongla Yma II,Cameroon,106,6.04,3.35,1.57,6.41,Deep-Lying Playmaker,1.6974999999999998,-0.9925000000000002,-2.7725,2.0675
Martin Ødegaard,Real Sociedad,42,4.69,6.22,3.36,7.7,Deep-Lying Playmaker,-0.8024999999999993,0.7275,-2.1325,2.2075000000000005
Marvin Ducksch,Werder Bremen,281,1.82,0.85,1.7,6.33,Deep-Lying Playmaker,-0.8549999999999998,-1.8249999999999997,-0.9749999999999999,3.6550000000000002
Massimiliano Carlini,Frosinone,27,4.93,9.06,8.07,9.38,Deep-Lying Playmaker,-2.9300000000000015,1.1999999999999993,0.20999999999999908,1.5199999999999996
Mathias Flaga Olesen,FC Köln,281,5.07,0.85,0.52,9.33,Deep-Lying Playmaker,1.1275000000000004,-3.0925,-3.4225,5.3875
Mathias Jensen,Denmark,106,4.52,2.82,6.65,8.63,Deep-Lying Playmaker,-1.1350000000000007,-2.8350000000000004,0.9950000000000001,2.9750000000000005
Mattia Zaccagni,Italy,282,5.9,2.71,3.58,7.95,Deep-Lying Playmaker,0.8650000000000002,-2.325,-1.455,2.915
Mattias Svanberg,Wolfsburg,281,4.0,3.19,4.66,6.78,Deep-Lying Playmaker,-0.6574999999999998,-1.4674999999999998,0.002500000000000391,2.1225000000000005
Matías Ezequiel Vargas Martín,Espanyol,42,2.81,2.44,4.41,7.74,Deep-Lying Playmaker,-1.5399999999999996,-1.9099999999999997,0.0600000000000005,3.3900000000000006
Matěj Jurásek,Czech Republic,282,2.23,4.93,2.1,7.81,Deep-Lying Playmaker,-2.0375,0.6624999999999996,-2.1675,3.5424999999999995
Mehdi Taremi,Iran,106,7.14,9.42,3.25,9.69,Deep-Lying Playmaker,-0.23500000000000032,2.045,-4.125,2.3149999999999995
Mehdi Torabi,Iran,106,6.02,5.55,3.99,8.91,Deep-Lying Playmaker,-0.09750000000000014,-0.5674999999999999,-2.1274999999999995,2.7925000000000004
Memphis Depay,Netherlands,282,4.91,2.74,1.76,8.29,Deep-Lying Playmaker,0.4850000000000003,-1.6849999999999996,-2.665,3.8649999999999993
Michel Aebischer,Switzerland,106,0.49,0.85,0.52,2.07,Deep-Lying Playmaker,-0.49249999999999994,-0.13249999999999995,-0.4624999999999999,1.0875
Miguel Baeza Pérez,Celta Vigo,90,1.84,3.19,1.58,9.06,Deep-Lying Playmaker,-2.0775000000000006,-0.7275000000000005,-2.3375000000000004,5.1425
Mikel Oyarzabal Ugarte,Real Sociedad,4,5.41,4.76,1.27,5.86,Deep-Lying Playmaker,1.085,0.4349999999999996,-3.055,1.5350000000000001
Mikkel Damsgaard,Denmark,106,5.37,3.08,1.27,8.32,Deep-Lying Playmaker,0.8600000000000003,-1.4299999999999997,-3.2399999999999998,3.8100000000000005
Miroslav Klose,Lazio,27,3.45,3.23,2.56,8.23,Deep-Lying Playmaker,-0.9174999999999995,-1.1374999999999997,-1.8074999999999997,3.8625000000000007
Mislav Oršić,Croatia,106,2.81,9.88,5.43,9.99,Deep-Lying Playmaker,-4.217499999999999,2.852500000000001,-1.5975000000000001,2.9625000000000004
Mitchell van Bergen,Stade de Reims,108,1.62,9.88,3.83,9.9,Deep-Lying Playmaker,-4.6875,3.5725000000000007,-2.4775,3.5925000000000002
Mohamed Achi,Nantes,235,2.81,8.8,0.52,9.82,Deep-Lying Playmaker,-2.6775000000000007,3.3125,-4.967500000000001,4.3325
